GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB160504A,5,"[0.6389456557803922, 5.737354511696411, 3.5839181829522118, -0.1035581252247535, 0.6686836188346343, 1.314588148463125]","[nan, 1.2871245679821088, nan, nan, 0.15788100384012638, 0.3217578602838488]","[96.10100112576647, 170.0957524448909, 235.75084165177324, 2201.5568767532664, 21532.077404178042]","[0.018027722962606452, 0.16371342008942963, nan, nan, 0.03784450428131983]",356.7016954403339,,"(3343.4764622349803, [290.82677763395196, 365.24070376983695, 27.346077569316215, 520.6910918276263, 2139.3718114342487])",35.83392774341322,0.7166785548682644,62,12,50,3.346072774373617,-174.9145785484902,0,685124.0,53.96,5.68137,,,3.4e-11,5.183721643457421e-07,0.32203,3.0,1,0.0,2.1261594800187206e-08
GRB160321A,0,[2.3044906398375256],[0.17935155168539862],[],[],409419.2019721297,389030.31855954527,"(0.0, [])",7.20838076591697,0.720838076591697,12,2,10,0.0719110165234546,9.27489057295754,0,680017.0,33.476,4.828278,,,6.969999999999999e-11,5.288205377986135e-07,1.89315,3.0,1,0.0,2.035966798743731e-08
GRB160525B,0,[1.3432371698596024],[0.14358730980026713],[],[],848.2111933691857,740.1848899637013,"(0.0, [])",31.813769044759617,2.6511474203966348,14,2,12,17.649895491602113,-19.01435975847433,0,687522.0,0.2919999,0.04560698,,,3.38e-11,1.7530150274087984e-06,0.71431,5.0,1,0.0,8.271412229285982e-08
GRB160506A,3,"[0.1309778851269432, 3.883597119737239, 2.5239537871308917, 0.6858248781360737]","[0.04178230739668857, nan, 0.11377125079341115, 0.10497794370255067]","[257.01941714444524, 313.82299172028354, 2022.5730350598724]","[0.008532081594248564, 0.016300209726857036, 0.007559779479176024]",63.84191151895303,13.54528984155298,"(9513.857304287429, [5553.970791599185, 1204.2048748693599, 2755.6816378188837])",303.5312281819954,1.873649556678984,170,8,162,122.74098779323704,941.3171346591269,1,685245.0,260.528,78.31821,,,4.11e-11,4.417224051003625e-07,1.023,3.0,0,6.893594277916024e-08,0.0
GRB160327A,4,"[1.568342194903135, 2.7617949778624307, 0.489663993589189, 1.7345389245865732, 0.9544922121456529]","[0.44610102601844004, 0.23966048008904625, 0.09254447335738553, 0.3741578448842482, 0.542796422233714]","[80.02789731031683, 301.4823463974056, 6007.6193545731885, 16477.037741848028]","[0.013219688368057607, 0.0648179201260541, 0.017742697856166702, 0.04220411693485494]",22968.350379624084,43340.5975651631,"(3803.264494712569, [925.2887380418249, 975.7568322162076, 1298.8423139427737, 603.3766105117627])",70.31557737157492,1.278465043119544,65,10,55,35.96791126260962,84.8081696590052,0,680655.0,33.744,9.37472,4.99,+0.2-0.9,3.4e-11,4.580644993254197e-07,1.58485,4.0,2,0.0,2.495658882774157e-07
GRB160325A,3,"[1.7790347706460827, 0.8732881095612233, 1.6510291266214807, 1.4080945433850476]","[0.06922457171331563, 0.10577445498521974, 0.31041230549633825, 0.12244166113446672]","[135.29609906908956, 504.3089730517347, 983.5823634639501]","[0.05320493260756822, 0.012496278720851395, 0.4414352570386826]",150923.81184022632,45943.01632645354,"(11020.853929269793, [4185.69787406836, 4723.698932374395, 2111.4571228270406])",173.96595638002535,0.9302992319787452,195,8,187,1.9114469946627075,910.4579058150392,1,680436.0,61.724,12.05326,,,3.87e-11,4.504714254628153e-07,2.16327,4.0,7,3.759230821925444e-08,1.3593139643771076e-06
GRB160216A,1,"[0.84230105005005, 1.1102873477671746]","[0.1600341467019616, 0.14543420315866842]",[1036.6136647037051],[0.7021208024270936],395.9821481223594,328.1421536490318,"(2466.2503559848046, [2466.2503559848046])",38.35001346832314,0.9130955587695986,46,4,42,3.817921993336292,-26.25420982492896,0,673978.0,11.0,1.0,,,4.48e-11,4.7625854171914834e-07,1.93518,1.0,3,0.0,4.993865282846868e-07
GRB160220A,0,[0.824402200697469],[0.30842763311759236],[],[],69.1841758386873,190.71935303358697,"(0.0, [])",2.979158118737244,0.496526353122874,8,2,6,-1.6009497529216468,-50.51845223167025,0,674670.0,8.26,1.166424,,,4.01e-11,,,3.0,0,0.0,0.0
GRB160412A,2,"[2.1751954956069657, 5.550233531053466, 0.27152378402847016]","[0.23804827254344954, 0.18578883147498423, 0.07357375515861118]","[97.77440605190927, 380.19005536096034]","[0.011778673133828188, 0.028963122127258205]",3785033.57449356,3972325.468845521,"(11443.333139417939, [7639.407791481776, 3803.925347936163])",118.95612066539854,1.2015769764181672,105,6,99,31.28165831273465,611.2308315524419,0,682522.0,32.18,3.930079,,,3.16e-11,4.548922225404251e-07,1.03314,4.0,3,0.0,3.892246260139988e-07
GRB160501A,4,"[1.9321674183736424, 2.70742007684678, 5.201223412546741, 3.01486523840935, 0.13295468000369054]","[0.7002732902496374, 0.247980822349553, 2.764775861282932, 0.6714417815053706, 0.21841432013916678]","[133.85700577416495, 283.1425765450483, 391.18957799504705, 1302.6306758526837]","[0.12221206202945066, 0.06778919052592958, 0.14267191531004894, 0.12328621991213982]",502700.4559801381,1649603.11903738,"(3276.163136190186, [636.2415171011022, 2212.8804843316225, 257.574678249866, 169.46645650759538])",56.83340962421907,1.0524705485966497,64,10,54,23.27297944652239,269.3138223569288,0,684679.0,,,,,3.38e-11,5.347770227889847e-07,1.29578,,0,0.0,0.0
GRB160417A,2,"[1.985288306631769, 4.590422323433837, 0.6072170681912893]","[1.0085879783829652, 0.7132921809896524, 0.07088027494851667]","[133.08021703268616, 289.3397682625676]","[0.04595134672272578, 0.05326806658927316]",237605.15631306532,1147490.8823163342,"(735.4104261154147, [233.90655389108565, 501.50387222432903])",29.44376067770896,0.920117521178405,38,6,32,8.836352685937587,-56.04244626752331,0,683076.0,14.552,2.317058,,,3.1099999999999995e-11,3.911220723646746e-07,1.01526,3.0,1,0.0,2.95444159449247e-08
GRB160131A,3,"[1.6031117158602832, 1.3476728570490222, 0.8747744877708798, 2.5677286133934194]","[0.03488141730655766, 0.051153761799430014, 0.10283973578308042, 0.8291436786347339]","[177.99937820543175, 4066.84624941275, 95913.77352475574]","[0.036598194163565495, 0.2605611423951123, 0.0721611712412619]",241862.91934714996,40500.10131820665,"(50191.03369794755, [16047.52955601965, 20262.34380895197, 13881.16033297593])",527.0446421288732,1.1686133971815371,459,8,451,87.52042315618944,2138.8628484024985,1,672236.0,327.752,71.02902,0.972,,3.5399999999999995e-11,4.4819993246428747e-07,0.78791,2.0,12,1.5749333859837968e-07,3.206627958490931e-06
GRB160425A,2,"[1.8776658472827168, 1.02758980696544, 0.812809647177986]","[0.1401852986391287, 0.35292909030139946, 0.10183552937411958]","[920.082034799726, 3254.0209225583694]","[0.018530323343222004, 0.8400871689661602]",372990.7892748689,341564.4566073474,"(1931.439445795614, [771.6756648518121, 1159.7637809438017])",59.78358340457808,1.1071033963810757,60,6,54,18.10482310178211,-147.30691735915576,3,684098.0,304.596,15.02803,0.555,,3.1099999999999995e-11,4.558684854147762e-07,0.74897,3.0,4,2.6479622266494793e-06,3.000834060408337e-07
GRB160227A,1,"[2.1984554906371523, 0.7745891121382313]","[0.03881860023814407, 0.036322273545115906]",[497.36129872183136],[0.06607803729570545],2047608.2781066883,213091.3717103937,"(3273.811669041268, [3273.811669041268])",534.4620093892062,4.814973057560416,115,4,111,188.74900171690237,341.2281160414622,4,676423.0,316.348,75.75925,2.38,,3.8499999999999996e-11,4.508755540047774e-07,1.28155,4.0,7,7.405724029410117e-07,1.9059984771751023e-07
GRB160624A,1,"[0.7547856090202745, 4.837930194776118]","[0.41330037845483003, 0.8271197157593204]",[151.98182603728924],[0.04469516216463479],176.38328933341347,334.7694377496971,"(504.1749473808372, [504.1749473808372])",17.784101141900592,1.3680077801461994,17,4,13,13.327043609234526,49.176256399558085,0,701288.0,0.192,0.1431084,0.483,,4.55e-11,,,5.0,0,0.0,0.0
GRB160625A,0,[0.5442279966762142],[0.14247348896034234],[],[],7.231054342986932,8.594549502210914,"(0.0, [])",7.283037539708676,1.0404339342440967,9,2,7,4.356740835368432,-43.06946551775623,0,701503.0,53.92,3.099135,,,6.009999999999999e-11,5.214963864679369e-07,0.73257,4.0,9,0.0,8.412896216710036e-07
GRB160716A,0,[0.7387590007675764],[0.24067491477289477],[],[],7.505518388983364,11.37012985075441,"(0.0, [])",0.020233508497962,0.010116754248981,4,2,2,-14.374249571807198,-23.040547912166996,0,704572.0,6.392,0.5750131,,,6.54e-11,3.1233688775319095e-07,0.90428,1.0,1,0.0,1.0175765192955875e-08
GRB160927A,3,"[0.27323848687092817, 1.938130756647298, 0.8063985743510532, 5.874199379715249]","[0.9206482374720755, 2.2376432187867805, 0.2917315001944308, 74.82262280666129]","[409.0239193679939, 783.2052243948923, 9819.704055171807]","[0.2663236058202011, 0.3221531063248477, 1.0341811682991082]",1.6135851097954237,8.23934925910823,"(369.27941398750295, [80.85113211542, 62.07755913469148, 226.3507227373915])",0.1410583016748632,0.0705291508374316,10,8,2,-10.517291675703618,-45.45733987191881,0,713782.0,0.4879999,0.1024499,,,3.74e-11,,,5.0,1,0.0,
GRB160607A,5,"[0.5832292936786079, 1.4676785294577872, 0.6773678285557577, 1.0470522239277262, 2.4283004640868295, 1.2275421419552477]","[nan, 0.5113489029374774, 0.05115392589243463, 0.04977223506958545, 0.451939795251683, 0.11912652659379985]","[75.40321026826055, 124.8167641849856, 1327.688548890111, 16528.99337065029, 22795.85599386341]","[0.11298713824189033, 0.018840229047370087, 0.045767665677732106, 0.016357617689636582, 0.008796457996936218]",878.1824856205162,,"(41527.276520474894, [728.6532269150478, 2389.3248048929377, 14910.509467191621, 21435.060533272313, 2063.7284882029735])",236.51277681665613,0.8663471678265793,285,12,273,-16.8888257734896,949.9137998684316,0,689597.0,33.492,0.4464437,,,3.67e-11,4.511038129302062e-07,0.27211,4.0,15,0.0,4.749169621896472e-06
GRB160801A,1,"[3.4727385887216147, 0.7452426102869875]","[0.9523814258624925, 0.3822857338701436]",[160.1698082840787],[0.12530154438746388],8145435.008120537,36503399.96510556,"(59.04722570951685, [59.04722570951685])",0.636065708258106,0.212021902752702,7,4,3,-2.8574598634285167,-27.682312122230805,0,706871.0,2.852,0.4154275,,,3.96e-11,3.0237128077046624e-10,0.26039,1.0,1,0.0,3.435914751438046e-11
GRB160821B,5,"[0.04494064821278915, 1.4337429338742704, 5.999999999999205, 1.5169982845494177, -0.27996059729292255, 5.5708624056834415]","[0.21142037480935455, 0.242675949080975, 0.6973398727703242, 0.21080993248106947, 0.3061776146257003, nan]","[112.02493301994791, 226.7241624418258, 340.8396048594178, 6587.72479025214, 25644.994271495514]","[0.0398213547542802, 0.019314674930435528, 0.002752296185115689, 0.20090320960343744, nan]",37.2037401917297,34.87378118839987,"(4899.714575108432, [1673.131880989864, 2047.807471615871, 431.9458561139012, 490.2324599493095, 256.59690643948716])",83.58730120246511,1.0998329105587514,88,12,76,32.37392765214583,452.1233948518165,0,709357.0,0.48,0.07299317,0.16,,3.27e-11,,,5.0,1,0.0,
GRB160630A,5,"[1.3413795349941997, 0.06476378424097798, 6.0, 0.8819071587552414, 3.5595392019549568, 0.4834637696187867]","[0.9861335555055178, 0.22819797893589852, 3.7887987684889306, 0.3568177697998885, 5.087846981603345, 0.4060190443753846]","[187.73885295451336, 4393.260566632602, 5582.690893635049, 11783.216571697147, 14760.096401422277]","[0.23775061463416775, 0.06727581794572854, 0.007142545813489127, 0.016708105172590384, 0.14728991645814468]",1829.1622668398124,8344.335422465108,"(8784.79171720885, [341.3402723344735, 5920.535487084199, 815.9702781444264, 1377.2117858938818, 329.7338937518684])",50.88369756901535,0.8624355520172092,71,12,59,13.492365283117431,-146.7982195745194,0,702252.0,29.552,5.608428,,,4.59e-11,4.620814240593312e-07,1.04384,4.0,1,0.0,1.4660340264541275e-07
GRB160712A,0,[1.5311974963614825],[0.30672589414265894],[],[],75450.70726228255,201497.1561892476,"(0.0, [])",7.805425891753975,0.7095841719776341,13,2,11,-0.459989999286873,-57.01560818693303,0,704155.0,44.528,6.373164,,,3.95e-11,,,4.0,2,0.0,
GRB160611A,3,"[1.3957178723614239, -0.3, 1.3294449936840984, 1.1763929159757076]","[0.32374063714265167, nan, 0.10778143014452743, 2.5154539182545954]","[6331.3470779041145, 9166.839613924529, 65112.93858032959]","[0.057326602278957424, 0.017136060931087518, 4.172193037836282]",73000.71784005727,192336.267282392,"(8748.56891087674, [2321.640263949661, 1086.3078652874703, 5340.620781639609])",61.62538560403939,0.94808285544676,73,8,65,12.10812323912198,-156.7036637811854,0,690598.0,35.124,6.0016,,,4.11e-11,,,4.0,2,0.0,
GRB161001A,1,"[0.6318437150702118, 1.291767761358072]","[0.07116763670535428, 0.1401369738513196]",[2387.5835739284603],[0.20531033905573465],103.80146183298832,44.86262952409028,"(3709.879379792691, [3709.879379792691])",44.11727204813692,1.076031025564315,45,4,41,11.29756829711638,-69.64220079307375,1,714404.0,2.6,0.3853518,0.891,,4.46e-11,3.062653383459125e-07,0.66747,1.0,1,2.480779763397795e-08,7.910516483835315e-08
GRB160815A,2,"[0.7696477594052208, 4.186140910971256, 0.9131011139536152]","[0.49630867025760234, 0.7555848179224738, 0.04056967990880976]","[100.26141012460826, 162.9228440324013]","[0.025946626752062406, 0.03788157158103844]",951.9713213785255,2108.6982743348062,"(1304.5765288264824, [624.8319768544904, 679.744551971992])",103.92058179181892,1.52824384987969,74,6,68,43.38482565655914,35.26207151568857,0,708598.0,8.568,1.834296,,,3.87e-11,4.108145847808422e-07,1.42896,1.0,1,0.0,3.641238790424517e-07
GRB160917A,0,[1.2495038186346739],[0.03593334220946012],[],[],4249.657740617287,1032.0497554630244,"(0.0, [])",40.2407663653675,1.2980892375925,33,2,31,12.609481077669468,-22.272659346623087,0,712505.0,14.52,1.815709,,,4.07e-11,5.106533980808189e-07,1.21047,4.0,1,0.0,4.303905865550497e-08
GRB161004B,1,"[0.8528802698975224, 1.5227370073335642]","[0.06385260520900096, 0.44986344272138]",[2946.031106396126],[0.3200211599104998],293.530618406151,109.58187958063128,"(2766.0775150948293, [2766.0775150948293])",50.08756862023207,0.9275475670413346,58,4,54,3.637750365442379,8.596838838344002,0,715246.0,15.72,0.7521914,,,5.05e-11,4.464269987737257e-07,0.73086,4.0,5,0.0,2.190815927858248e-06
GRB160826A,0,[1.3805140074318885],[0.12689245495399368],[],[],6675.376539412954,4547.610518271364,"(0.0, [])",17.799904443258033,0.8090865656026378,24,2,22,-1.0843847463434333,52.84133221449569,0,709907.0,52.616,14.3925,,,5.51e-11,4.54740084120263e-07,0.77244,3.0,0,0.0,0.0
GRB161004A,0,[1.0436151617588787],[0.07112649337999899],[],[],344.5670150992696,197.14097868639345,"(0.0, [])",16.879923874941174,1.6879923874941174,12,2,10,10.28247863662276,-42.60760687089926,1,715084.0,1.32,0.2997866,,,4.55e-11,4.685737220401373e-10,0.62157,1.0,1,1.157175317076399e-07,2.4010062261920094e-11
GRB160705B,5,"[2.050817776076697, 4.049708415771697, 2.7892593222551025, 0.3034260571400028, 3.470492269243768, 0.22583935708495703]","[0.24987846850947348, 0.28700034509864025, 0.6928007558145979, 0.17963335180394588, 8.72199057125788, 0.7069516266048816]","[147.26688614849422, 318.35685492075004, 891.2287002499836, 49017.43250941761, 61903.987359678176]","[0.01625774424550748, 0.11849906223265945, 0.1296004971904529, 0.10520404437375533, 0.21771016856820055]",1159779.2983871575,1421547.830303243,"(5128.626947742386, [747.8472894787495, 1812.8233298764326, 273.77616137148533, 2027.3211618489345, 266.8590051667847])",75.88562274258575,1.1326212349639664,79,12,67,33.83823524752083,179.03415648039456,0,703176.0,54.58,12.57402,,,3.18e-11,5.261495945990094e-07,0.99743,3.0,0,0.0,0.0
GRB160703A,0,[1.2838754972121178],[1.0794817365327836],[],[],53250.68622518364,677857.017959091,"(0.0, [])",3.3845514864477204,1.6922757432238602,4,2,2,6.104296866857943,-31.584600662898723,0,702699.0,45.008,3.024024,,,4.03e-11,4.466382084901669e-07,1.48033,2.0,4,0.0,1.8215680440870735e-06
GRB160824A,2,"[2.179315900418696, 0.41397001129809463, 1.3827864730499813]","[0.6176352018042723, 0.08233424175320292, 0.2044272652346847]","[317.1916573177601, 7824.836309825452]","[0.09417844006464982, 0.09864501382221817]",503141.93877291074,1634485.1646684192,"(5929.09142714439, [586.5745562690179, 5342.516870875372])",76.29297199142825,0.9908178180704968,83,6,77,11.234358365189609,-131.03920948868262,3,709765.0,99.332,7.877792,,,4.91e-11,4.488519716295664e-07,0.25104,4.0,4,3.213204680674948e-07,2.6466981976938425e-07
GRB161007A,2,"[0.7876303092998442, 2.9475577529642623, 0.5856399296770424]","[0.06319424417621528, 0.259002390515775, 0.238845887784893]","[245.3279706357076, 1833.8234235268283]","[0.04914194050958793, 0.11662449835707894]",1637.564446031825,474.9405539193877,"(6318.62014381434, [3667.1066731244864, 2651.513470689853])",59.15099749089041,1.690028499739726,41,6,35,33.51456109430842,132.50613511749566,1,716127.0,157.692,40.52403,,,4.53e-11,5.281256769272473e-07,1.09104,3.0,0,1.553070062428685e-07,0.0
GRB160912A,3,"[0.055823349867833195, 3.1386034329156716, 0.7500436419647207, 3.050818547394222]","[0.059181490964748965, 0.5564351188676351, 0.07507534759275326, 45.955909000038346]","[586.0169937741347, 1217.9175056999093, 519161.5675934949]","[0.023508197366050525, 0.0721531529595328, 1.0298620923758426]",11.660090589503431,4.126381368752299,"(19892.226036849956, [3927.856112385964, 1770.2631555207654, 14194.106768943226])",91.87576231877702,1.044042753622466,96,8,88,20.137642275290016,-26.86038953917698,3,711914.0,207.308,16.02694,,,4.19e-11,4.401410699271816e-07,0.7075,4.0,6,6.889999446484463e-07,3.892795544681243e-07
GRB160804A,4,"[0.2565936585239403, 1.9806076965446093, 5.999999995751259, 0.9954491533090698, 0.6619937879105067]","[0.017196296854408148, 0.19658362944645916, 0.6622372331380304, 0.10607669676755506, 0.0729969855462381]","[159.0759806818291, 581.3180630761915, 1165.708909002619, 1573.0155280794659]","[0.04351957008162907, 0.03904892675695605, 0.07960952421183108, nan]",1359.6281736804656,83.89090212407484,"(54640.08760849995, [8074.524017755422, 43209.121023830485, 3203.5935083142967, 152.84905859974032])",1094.623416783994,2.18052473462947,512,10,502,419.1375625189991,4161.141389714497,1,707231.0,152.744,19.20321,0.736,,3.58e-11,4.540647701749994e-07,0.73268,2.0,10,1.579819379896422e-07,2.03910976391923e-06
GRB160905A,5,"[0.7388266115187996, 5.999999439358429, -0.3, 1.2662556412905157, 3.665982008921845, 0.46998061211010395]","[0.01411963377427774, nan, 0.12641482552774097, 0.020858119718963473, nan, 0.7268754201406156]","[954.4298412932121, 1083.7033625826027, 1771.6429559774217, 47163.32498260021, 75182.4757852735]","[0.0090710849041143, 0.0073256898967970305, nan, 0.023040046429816247, nan]",3035.456498274022,245.01192097260235,"(87646.91770860608, [37240.775860864946, 1712.7871518184197, 6641.740703270778, 40014.6370774474, 2036.9769152045549])",1128.3456728034912,1.2865971183620195,889,12,877,248.028746992203,4937.806328709931,2,711084.0,64.0,16.0,,,4.58e-11,4.506404191396148e-07,0.47305,2.0,3,1.1450871485584797e-07,2.8613920245290226e-06
GRB161014A,1,"[0.44147557490548656, 1.6493611018977241]","[0.1506096159672058, 0.17197496581054378]",[1979.7129115964192],[0.14069834496703176],79.45490844301797,66.25017464498146,"(7884.2905223639955, [7884.2905223639955])",43.84967747799303,0.7560289220343626,62,4,58,-9.339890106260022,13.100096357026956,0,717500.0,23.0,4.472136,2.823,,3.75e-11,3.331585051367272e-07,0.51189,4.0,2,0.0,1.8306844905008585e-07
GRB161113A,5,"[0.4336586729183285, 3.3262007970524614, 5.977182239756019, 0.42540126459311006, 3.7626406828995522, -0.19621406929057728]","[0.24915355132964817, 0.4845248824900215, 0.40891157035830455, 0.07026891311581346, nan, nan]","[65.19101164263634, 97.04270693963836, 270.9909850245078, 51609.67081206719, 62435.85171484666]","[0.02222105624397296, 0.022854685324667362, 0.03588194995043352, 0.012478936462187583, nan]",1606.6115812600924,1645.125677277766,"(13579.151400758661, [6277.916871200845, 4441.103818782783, 1354.6939994204815, 1381.8083036178086, 123.62840773674418])",478.86477851822576,5.76945516287019,95,12,83,190.4948767705092,847.3287458716854,0,722063.0,43.464,5.282643,,,3.27e-11,4.5154761952402666e-07,0.62931,4.0,5,0.0,2.1750250080272394e-07
GRB170127B,0,[1.9197507055130867],[0.8151116844060218],[],[],6440.36709046529,28233.38533371469,"(0.0, [])",15.423517607716686,7.711758803858343,4,2,2,12.170985125543409,-0.1027324291740776,0,735331.0,0.512,0.1448862,,,4.02e-11,,,5.0,0,0.0,0.0
GRB170127A,2,"[0.3998274667299521, 1.6553671769469653, 5.999999999999999]","[nan, 0.15062409485115957, 0.5968388215595624]","[122.66300111686124, 275.4850902284658]","[0.007798634296683938, 0.03338101596475583]",140.36472635117275,,"(2341.597135021813, [761.1574424882804, 1580.4396925335325])",73.79645396511818,1.4469892934336896,57,6,51,33.06064776304977,265.7445007333008,0,735326.0,67.376,12.0329,,,4.54e-11,3.062694597541627e-07,0.80804,3.0,0,0.0,0.0
GRB161217A,1,"[2.6679571305433036, 0.7245748369161681]","[0.36908601168499633, 0.0743803845847291]",[321.7516171397193],[0.10014924031498486],2144282.3699826743,4125779.768574331,"(214.4255008003398, [214.4255008003398])",22.54769802756784,1.18672094881936,23,4,19,11.937461966344872,-89.86333381720404,0,727167.0,12.036,2.449433,,,3.45e-11,,,1.0,0,0.0,0.0
GRB161011A,3,"[0.6715250107175499, 4.273132402906394, 0.0024973067914490577, 2.816204704633191]","[nan, 0.3903626789116207, 0.07982558705818972, 0.8762499898274827]","[124.08700003100641, 410.4919610570745, 45021.55666757529]","[0.004684076381440076, 0.051747974773408714, 0.012128631122198006]",407.4317925031068,,"(5230.072095493504, [377.4717779123737, 594.4132976496612, 4258.187019931469])",105.46600602953288,1.8183794143022909,66,8,58,55.46441439931335,-92.91636421156284,1,716876.0,4.276,1.263095,,,3.57e-11,4.740838533026513e-07,1.35344,3.0,0,2.051038148321027e-09,0.0
GRB170126A,0,[1.2817078506763435],[0.09415875627156237],[],[],2209.570065350865,1111.6744547399674,"(0.0, [])",7.778852978266014,0.5983733060204626,15,2,13,-3.703106933598514,16.54297846310699,0,735188.0,9.536,1.580683,,,4.38e-11,4.588693749717584e-07,0.88123,4.0,0,0.0,0.0
GRB161129A,1,"[-0.03563756066337069, 2.2134207477467975]","[0.11701742475289995, 0.1714223205339121]",[4136.8576369330185],[0.049220876051696866],0.4755419333397005,0.449137554428197,"(2234.7659396142453, [2234.7659396142453])",60.401790260663,1.5895207963332367,42,4,38,27.46416856379773,-90.42983529831363,1,724438.0,35.544,2.095133,,,4.28e-11,4.542530148265804e-07,0.63841,4.0,6,1.9387439501963065e-08,7.667474094068113e-07
GRB170115A,2,"[0.34106599065295695, 3.6993123040064115, -0.17853787170303984]","[0.6077953990802036, 0.6772626497514622, nan]","[154.49645934612033, 909.5780741300041]","[0.033083194593590076, nan]",58.13149609219284,168.55248531993666,"(1397.0374055135594, [805.6535031086106, 591.3839024049489])",54.10403049288048,1.745291306221951,37,6,31,32.60609473723977,137.39755172770683,0,733103.0,32.044,9.16922,,,2.93e-11,,1.87722,3.0,0,0.0,0.0
GRB170205A,0,[0.9052292520070838],[0.038489993853779034],[],[],643.80885563984,225.9819043769062,"(0.0, [])",56.98512148492452,0.9191148626600728,64,2,62,-1.3980273833075376,-220.6961675984185,0,736843.0,26.128,3.183611,,,4.09e-11,4.485057101605391e-07,0.64656,4.0,4,0.0,9.492974427272467e-07
GRB161214B,3,"[1.9370505351918175, 2.0713853697201303, 0.2542407001091551, 0.8978129187648536]","[nan, 0.09898270599879094, 0.35535439053313445, 0.23074650095609087]","[73.77022777400137, 982.3741498018244, 13144.05130694481]","[nan, 0.18673491613463467, 0.21771660837970552]",175731.28528070115,,"(4659.717136574558, [379.64057320134793, 2732.8257933727095, 1547.2507700005008])",92.0900366994955,1.123049228042628,90,8,82,26.44427598879838,49.95872023429634,0,726885.0,24.896,3.182645,,,3.3e-11,5.6782527503688835e-08,0.42321,4.0,1,0.0,5.120447854774842e-08
GRB161220A,2,"[1.1353911128050909, 5.97181148550285, 0.8523606982790363]","[0.3649075946648134, 0.6897366962994469, 0.16103923335309067]","[101.85576185941363, 212.68001311410373]","[0.014905344077510308, 0.04619358935850785]",6833.09532915648,10911.6463658127,"(2668.5389163031605, [1952.5235030435197, 716.0154132596408])",46.85358866939848,0.9968848653063508,53,6,47,11.834640168231584,265.6701531935112,0,727610.0,7.22,1.754254,,,2.18e-11,4.0919977976281645e-10,0.67266,1.0,0,0.0,0.0
GRB161117A,4,"[0.30630869674572986, 4.2369747315083925, 1.6178835471694226, 0.3447597280119436, 1.0928208922813347]","[0.030859465912152315, 0.2322338210891282, 0.2678909903244133, 0.11285941264378879, 0.08574930582486873]","[238.27479654301774, 414.3799999935379, 977.0010052833135, 7835.858851128606]","[0.0049338077172094656, 0.01006322888358674, 0.012836975003852946, 0.08804986137936345]",264.1370517196026,40.37363898131788,"(20468.174727506514, [10995.929153797864, 3029.837575203235, 1306.7851206936675, 5135.6228778117475])",269.4086596115738,1.2828983791027324,220,10,210,74.80681289795875,370.6956912807468,1,722604.0,125.7,1.093376,1.549,,3.46e-11,4.524575812056043e-07,0.68703,,16,2.0273187993686636e-06,6.001158526863383e-06
GRB161117B,2,"[0.961000149935781, 3.825162802867488, 0.4400023174655186]","[0.09493517376707337, 1.4164238258421395, 0.16207080033372923]","[233.5319830348103, 361.12428989186566]","[0.008800206860217732, 0.06733958820280933]",1013.9678913220424,451.358409000351,"(1851.2755288650412, [1536.8860919150738, 314.3894369499674])",33.531586767269474,2.579352828251498,19,6,13,30.003231988385192,50.1063654477,2,722642.0,152.312,3.153553,,,4.26e-11,4.5231823696321444e-07,1.72071,4.0,13,1.1140712738065555e-06,1.4862682131432067e-06
GRB170202A,4,"[1.540014563045666, 3.124791654752735, -0.19008843250504123, 0.8468793183285469, 1.1121728600005691]","[0.302398624229131, 0.25402071047658825, 0.2417603419398277, 0.27421993137930334, 0.1362022002929081]","[105.09800003798966, 325.8738715680035, 1508.085797410017, 5339.789861567228]","[0.010861877571518352, 0.047381373458834405, 0.1289743982459275, 0.03297271396275703]",40101.19766899524,54137.99872432809,"(7023.563902380714, [1820.8715342764883, 1390.0858812551583, 1279.4214025527865, 2533.1850842962813])",102.19154625531888,1.1482196208462794,99,10,89,33.683046108826346,297.6075969362628,0,736407.0,37.76,11.71811,3.645,,3.21e-11,4.6592035627952564e-07,0.7578,4.0,3,0.0,7.31012607935562e-07
GRB161017A,3,"[1.216285122076439, 0.20809128351533365, 1.3664303350975813, 1.1401332528433905]","[0.06037371953620167, 0.8830763991065588, 0.06774679097128752, 0.05307063481759827]","[183.3409907409221, 639.5816458347996, 4550.002846882886]","[0.45637491631298344, 0.012991777529652622, 0.024491587387439964]",10917.808294867693,2614.155137107039,"(25967.130085519595, [5107.692569071814, 7547.1663156468, 13312.27120080098])",133.97624388223002,1.3134925870806864,110,8,102,45.99586551378149,152.43982919348736,3,718023.0,217.048,6.863246,2.013,,3.2e-11,4.535846281912366e-07,1.35741,4.0,7,1.5033379926203602e-06,7.433038100498424e-07
