GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB110319A,3,"[1.4438809268231325, 3.7032061842345243, 0.7016390183048116, 1.362288372516913]","[0.11108250929500327, 0.33381257233971734, 0.06495583515375104, 0.4752921247447769]","[64.6180648724268, 149.9314955235645, 14049.414063158847]","[0.00798369839587876, 0.022873812369729955, 0.18547563911037274]",17686.075508837377,7745.200198616108,"(4571.7779653340185, [895.7467977113207, 922.7282574465262, 2753.302910176172])",53.190298647993,1.0035905405281698,61,8,53,16.218630705475192,-11.51359962868456,1,449578.0,20.68,1.604414,,,3.1099999999999995e-11,,,4.0,3,2.384306731016604e-09,
GRB110407A,3,"[0.5034335797119815, 2.9042837333015896, 0.3346078645488529, 2.106399387283425]","[0.043295897620100054, 0.349298333990419, 3.9325367100305746, 0.2061856591142272]","[202.55794305885868, 520.874815304995, 985.3280212557331]","[0.021460214785528918, 0.3971181049856134, 0.014049143698225248]",467.08400125493006,101.90584948774762,"(5615.172542537504, [1896.8405201340936, 2860.3935080286356, 857.9385143747753])",125.4066324579639,1.2796595148771823,106,8,98,42.1389680856624,515.2589068620686,1,450884.0,155.568,21.16662,,,3.99e-11,4.516981103495618e-07,0.8066,3.0,2,1.3189364559754676e-07,3.090930473460003e-08
GRB101225A,3,"[-0.2999999991343025, 2.1149674298817134, 0.11784754497093676, 5.999999969912698]","[0.07612916530805387, 0.21009673463922335, 1.4561745775636517, 0.523898872822938]","[1571.2537382857493, 8017.134162486246, 24657.124990309796]","[0.004075691072617108, 0.3522774899902873, 0.008493814429724508]",5.642943428391202,3.14106980482485,"(94903.98256351941, [9150.851013452708, 60582.62286420329, 25170.508685863424])",452.2644428548416,1.0871741414779843,424,8,416,51.438682801193,2407.186798410151,7,441015.0,,,0.847,,4.06e-11,5.75337024386564e-07,1.63156,,0,1.489563762282415e-06,0.0
GRB111022A,0,[0.827002135877055],[0.21445720598336088],[],[],42.63173733590385,67.1266430985593,"(0.0, [])",1.9627009441612933,0.4906752360403233,6,2,4,-0.2718368225470318,-32.6869594769342,0,506070.0,22.82,4.282616,,,4.25e-11,4.547425982373133e-07,1.20214,4.0,1,0.0,4.669490785366201e-07
GRB111020A,0,[0.6841369641116515],[0.08448968609596122],[],[],7.769117671422125,5.132205077988552,"(0.0, [])",19.52283466195848,1.952283466195848,12,2,10,12.027996349429303,-61.83699441435758,0,505926.0,0.384,0.09329524,,,5.099999999999999e-11,,0.65367,5.0,1,0.0,
GRB110928A,0,[0.4391167235491342],[0.22740382506836693],[],[],1.3249342610437491,2.8871852750098244,"(0.0, [])",15.5862956990258,1.7318106332250889,11,2,9,10.040842169968922,-72.92165166376765,0,504215.0,20.88,4.534872,,,4.38e-11,,,3.0,1,0.0,
GRB111018A,0,[1.18144663732942],[0.307040342021493],[],[],115.69099433854949,216.00470599268655,"(0.0, [])",15.69093356280547,5.230311187601823,5,2,3,12.272353884021138,-4.552808702293158,0,505801.0,32.708,4.215587,,,6.329999999999999e-11,4.326940682675289e-07,0.25551,3.0,1,0.0,1.5240042436803432e-08
GRB110921A,1,"[2.6328427597805186, 0.8317639302177368]","[0.20604863858421907, 0.09438353813613033]",[149.95701409782475],[0.13749899314572475],1068521.4134440308,921636.9969184974,"(110.97076811080905, [110.97076811080905])",12.75549930267581,0.7972187064172381,20,4,16,3.467475484615429,-75.22410301659987,2,503652.0,32.548,4.442038,,,3.88e-11,4.429856920497392e-07,1.22755,3.0,2,3.476041151493365e-08,2.7639864475133026e-07
GRB110820A,1,"[1.6625328242472714, 0.4283698873261981]","[0.16009762589810592, 0.10082168364885175]",[1044.0694386284001],[0.013458229321470835],4925.84763888849,4644.498067189926,"(378.93901227442325, [378.93901227442325])",21.32113076537186,2.132113076537186,14,4,10,18.599589597415846,-66.27851112058302,1,501095.0,264.616,8.685691,,,5e-11,3.842624543474208e-07,0.28895,3.0,1,4.68328057884692e-07,3.98031328797613e-08
GRB111008A,4,"[2.0486480572903565, 3.545489810961193, 0.02135203437168899, 1.0700476580836498, 1.6619346455469726]","[nan, 0.141546606500653, 0.18866305647673465, 0.06522278343734661, 0.24196622554638855]","[91.34306676942559, 313.49160922681165, 3165.1094008168616, 51619.200168728916]","[nan, 0.02903259994603831, 0.12391937076032482, 0.051032490097874125]",1293577.7513291517,,"(22001.702031404682, [1391.231845996885, 4272.932473808423, 4333.820842342205, 12003.716869257167])",295.4926729366221,1.4484934947873631,214,10,204,99.2921461046048,326.1965764387643,0,505054.0,62.848,2.259477,4.99005,,3.44e-11,4.532352586194688e-07,0.82261,4.0,3,0.0,9.91612670380969e-07
GRB111029A,0,[1.03967524795965],[0.3482622115999734],[],[],190.4907135268352,561.966659938709,"(0.0, [])",0.305591933627213,0.1527959668136065,4,2,2,-3.514607191187946,-28.38103710727027,0,506519.0,7.196,0.7906478,,,4.57e-11,4.369984128894854e-07,1.13353,1.0,1,0.0,9.715966970524436e-08
GRB110818A,3,"[0.5835012842362604, 5.570843447500963, 1.5931315600505895, 1.1097100204115469]","[1.097443503768555, 3.0212913489520066, 0.3299483505263279, 0.07336173871273409]","[412.59584777324756, 489.6471662595813, 1259.9733973926561]","[0.021119196780860425, 0.04798669705697314, 0.21357370028107442]",251.56460305611276,1647.151244216468,"(1736.6739315488285, [347.3978345431598, 366.981902931342, 1022.2941940743266])",54.02619601095931,0.8185787274387775,74,8,66,1.1862580685358228,-64.94073170836214,0,500914.0,102.84,18.00357,3.36,,3.5499999999999994e-11,4.544189369326307e-07,1.53439,4.0,4,0.0,3.711179258250149e-07
GRB110808A,3,"[2.0742601588383187, 3.7948781037506745, 0.7168488081862855, 0.3854587734488354]","[nan, 0.3880483046448708, 0.3093532527891921, 0.25929030255431973]","[113.82216040027633, 409.9040992128216, 5409.005263234417]","[0.04828992489241661, 0.0791074481963726, 1.003521144921538]",494133.9763616868,,"(1759.984114113042, [374.3183537727394, 1062.4149795689823, 323.2507807713205])",14.31047384408788,0.715523692204394,28,8,20,6.62726410329549,48.599933773069424,0,458918.0,40.704,9.028595,1.348,,2.89e-11,5.405110612907218e-07,0.44296,3.0,0,0.0,0.0
GRB111117A,2,"[-0.060189790689840754, 2.3415136783961588, 0.44314557486197875]","[1.0809748368538536, 0.9715258511665047, 0.8207233219301296]","[167.74289687438704, 414.72274732999074]","[0.12294324725687794, 0.18149962520562396]",0.8424545758085683,4.424604125008469,"(168.54293795994428, [67.73283003663191, 100.81010792331237])",2.087077073271598,0.6956923577571993,9,6,3,8.734370420264826,-17.614657350328038,0,507901.0,0.4639999,0.05366561,,+0.46-0.23,3.76e-11,3.2927955566744817e-07,0.48989,5.0,1,0.0,1.3849512905744118e-08
GRB111109A,0,[0.4146188498727789],[0.5818103193576146],[],[],0.7402127628633224,3.824929765184092,"(0.0, [])",3.444011917558768,1.7220059587793837,4,2,2,6.173959465529878,-28.401866361537174,0,507342.0,13.0,3.162278,,,3.53e-11,,,1.0,0,0.0,0.0
GRB110715A,3,"[0.5473062415682104, 1.5047637878326263, 0.26055729731038985, 1.2272090377263876]","[0.059108455307650125, 0.18121487578220702, 0.23016809888901388, 0.2361431095182555]","[1632.5193376828906, 18872.57716004646, 77079.34213418295]","[0.12143099610572793, 0.1189820077256894, 0.08217881934690949]",278.1875574228961,89.895537772753,"(29836.357956213673, [13005.20153441171, 11130.59979530839, 5700.556626493573])",291.4240121659966,1.2401021794297729,243,8,235,68.29208829407669,281.13625224093533,0,457330.0,13.0,4.0,0.8224,,5.07e-11,4.495587558699594e-07,0.49949,1.0,4,0.0,3.1054691726602564e-06
GRB111022B,3,"[0.38859803714198243, 3.295144453761776, 0.6338894411731084, -0.1501786267041807]","[nan, 0.19885158360114538, nan, 0.42371254385407225]","[164.18123500915732, 1373.0662914815118, 12777.390553009709]","[nan, nan, nan]",208.6037823023504,,"(3247.1159623201493, [1082.7624514611923, 2040.0245424739055, 124.32896838505174])",78.1508265908347,1.4745438979402774,61,8,53,39.68927193448623,259.10922456929427,0,506074.0,83.028,12.96728,,,4.349999999999999e-11,5.29751321059603e-07,0.44136,3.0,0,0.0,0.0
GRB110731A,2,"[-0.3, 1.1291434759449404, 1.3150076602464644]","[0.06001912324195895, 0.030937431137645043, 0.19320844281637314]","[116.01404485439562, 7807.352478541693]","[0.03496146047253326, 0.6192561791626692]",10.38934189565242,2.7177827122841327,"(16868.7278047693, [578.0427739323974, 16290.685030836903])",263.582772053769,1.05856534961353,255,6,249,26.513209645877254,915.943351430183,1,458448.0,40.944,11.5924,2.83,,3.99e-11,4.427542725048997e-07,0.51734,4.0,6,7.097875725262352e-08,1.1746000037262762e-06
GRB111121A,3,"[0.8135861105452132, 2.533563872870204, 0.9273749772401919, 2.0775537739971957]","[0.3981838777452653, 0.1354427116647039, 0.14462685561928815, 0.5832618521388976]","[104.63664823548497, 486.3469518020547, 9785.09726183165]","[0.03342449153704568, 0.09488428694395148, 0.11313151655118936]",3290.3812792964845,5771.980991442315,"(10485.522633069173, [3374.921528243524, 4621.642872749126, 2488.9582320765244])",143.93055749484802,1.2095004831499834,127,8,119,40.15634621736578,591.5686129252198,0,508161.0,113.332,20.42031,,,4.57e-11,4.55603841808857e-07,1.61212,5.0,1,0.0,1.3908894238760925e-07
GRB110719A,2,"[0.7964527848749449, 2.374279781801201, 0.9053393461493862]","[0.3346057676810923, 0.5634841233605364, 0.2882541638270649]","[221.27072565108824, 1373.4016574114278]","[0.058489041748865565, 0.332437992765632]",559.7688912411907,944.3872518483048,"(2314.9609333249946, [1191.9461048720268, 1123.014828452968])",38.15210430163391,0.8670932795825887,50,6,44,4.869564045919343,111.91561629717609,0,457553.0,41.228,9.598508,,,4.26e-11,5.003472453765116e-07,1.30834,3.0,1,0.0,4.4143872133750625e-08
GRB111107A,4,"[2.304600507952834, 2.9749651664871624, -0.29999999999999877, 4.158698532042108, 0.870792071933042]","[0.9584414129918546, 0.8013421056837602, nan, 1.613406638404561, 0.10648012385236122]","[63.45616144634625, 141.27860854985238, 349.17564195165113, 584.1082641123751]","[0.21764057509044654, 0.060087514523544966, 0.05134922936899856, 0.06900459015987119]",258339.67180044213,996234.8731975644,"(1208.6622281577584, [142.85377662402146, 462.42360099335605, 408.25999835648724, 195.12485218389355])",32.1561034549401,1.461641066133641,32,10,22,32.14591431631515,2.625016754994043,0,507185.0,31.072,7.152555,2.893,,3.3e-11,5.304711841299256e-07,1.57239,3.0,2,0.0,1.3039741762640983e-07
GRB110915A,2,"[2.4432993935115643, 0.5073718183015001, 1.277022550957026]","[0.05062309413436613, 0.06327220704384114, 0.1006110744208141]","[154.15309344948275, 1981.4052703527354]","[0.05121734848219954, 0.13620903138226473]",2000905.464262705,152917.8650425168,"(9153.31882977826, [2042.0403062861667, 7111.278523492094])",1069.9356750614932,4.514496519246807,243,6,237,378.2723612629525,1328.782890003127,3,503219.0,79.568,2.982415,,,3.58e-11,4.5503805468553946e-07,0.77217,2.0,6,6.22441550466204e-08,1.0074618532663702e-06
GRB111103B,3,"[1.8152024613900009, 4.298688611677827, 0.6747081663649775, 1.2997984656434873]","[0.06276727271835429, nan, 0.0718723177913436, 0.08207700166217431]","[72.81439171215277, 94.46000023557069, 18489.189563698765]","[0.005908493765583833, nan, 0.12886477574700778]",112880.2146725609,28061.282365096034,"(22441.388971750137, [1480.1821900966008, 598.1031162611633, 20363.103665392373])",159.40016670774395,1.3508488704046098,126,8,118,53.89238165463806,-66.82217196325152,3,506903.0,144.776,33.90184,,,4.44e-11,4.4796673140782043e-07,0.46351,4.0,7,7.638160223976989e-07,1.4833085008767875e-06
GRB111123A,4,"[0.9760081370937447, 5.9999999999791065, 3.1894088226312785, 0.5170550443716282, 1.477505786902147]","[0.02262648981362731, nan, 0.3908045991713808, 0.24300659602036867, 0.34665092710202305]","[347.38465143946473, 409.84900038617803, 1917.3304176130725, 25046.670182880855]","[0.0023702867460616414, 0.023268717384354095, 0.11406146785163199, 0.14899971965035658]",21059.87419151164,2573.6237363468217,"(40584.42183543944, [31339.526011171743, 2726.4752277194198, 4676.784430288892, 1841.6361662593833])",769.1865130373965,1.9773432211758264,399,10,389,292.0199003397005,3115.5583316407024,3,508319.0,290.0,88.09086,3.1516,,2.99e-11,4.513853122701784e-07,1.2383,2.0,17,1.9810834920947798e-07,6.291299872234536e-07
GRB110726A,0,[0.8883277288607124],[0.06199430946192461],[],[],98.40137225558564,48.39969896073592,"(0.0, [])",21.996283257573157,1.5711630898266538,16,2,14,11.229058666128394,-59.261778916807415,2,458059.0,5.156,1.107307,1.036,,3.29e-11,4.7474832204155733e-07,1.26976,1.0,1,2.631249637633456e-08,7.413896636401935e-08
GRB111016A,3,"[-0.037602877169241135, 1.57841698534289, 5.999999999907729, 1.076488729033408]","[0.02157392005767867, nan, 0.7174382394645319, 0.08289919040557509]","[189.2786107533825, 263.6599894016005, 443.1266100240088]","[nan, 0.009699364711738176, 0.03784566624332221]",81.08797411594743,8.656074905996077,"(10522.801815852326, [2028.557842209337, 5637.989755351916, 2856.2542182910747])",376.88743886377006,1.6676435347954428,234,8,226,135.6703080683119,1200.803845290863,5,505646.0,548.996,107.3738,,,3.1099999999999995e-11,5.025857913456886e-07,0.87449,3.0,5,1.3487403702945153e-06,1.838772735405575e-07
GRB110709B,4,"[1.9584277130867949, -0.19364072499175233, 0.9519661753105999, 1.744049359004367, 0.6643785174283784]","[0.011874806694038714, 0.23877283265689045, 0.020603878903195625, 0.16813071599105334, 0.2819910276409262]","[194.57838668463174, 850.1189203917698, 59783.7182375254, 139481.55089259424]","[nan, nan, 0.0315800698507665, 0.0066757016562811414]",186531.41439364056,15920.220914785234,"(44929.426885522866, [2032.3792192304759, 4812.266866724911, 32736.612624454185, 5348.168175113295])",392.6795925186453,1.0555903024694766,382,10,372,40.66625304355121,-470.62807975060326,5,456967.0,810.472,10.41164,,,3.4999999999999995e-11,4.4533571058278603e-07,0.34727,2.0,7,1.9211484516466824e-06,1.6051232686696662e-06
GRB110801A,4,"[2.53389317487284, -0.29999999893857277, 3.4313147919220994, -0.02569028661552284, 1.2838293838280148]","[0.0497615246412001, nan, 0.5297124037865111, nan, 0.10863071724734928]","[252.34944501724803, 634.7189262948103, 1524.5472798249891, 5427.973358637138]","[nan, 0.012741327282626565, 0.037072181308321295, 0.0148751085209671]",7591792.765756244,1764324.5643196043,"(10061.548564975154, [3759.961821752154, 2798.4820922043036, 1887.6687835191406, 1615.4358674995574])",125.18826411876572,1.0015061129501257,135,10,125,20.203172286438157,230.37823379982743,7,458521.0,385.256,8.934749,1.858,,3.35e-11,4.533461546335776e-07,1.16651,4.0,9,1.2026541845935691e-06,2.8085475870676596e-07
GRB120121A,0,[0.7502502042649364],[0.12231746311623456],[],[],13.480380919723109,11.622559705700924,"(0.0, [])",17.461780165832067,1.940197796203563,11,2,9,11.290689171523509,-46.6078003891796,0,512164.0,26.8,3.419168,,,6.809999999999999e-11,3.825170576906423e-07,0.86263,4.0,1,0.0,3.597025694587338e-08
GRB120212A,2,"[0.5065107213752953, 1.1481524621760497, 1.7333364149229074]","[nan, 0.14419185106449015, 0.3156897907519035]","[3309.542659418061, 16666.24178703286]","[0.17845296466055255, 0.024613738096591307]",28.25554558555609,,"(2389.2306933565546, [172.57517872576318, 2216.6555146307915])",36.909100856264125,0.8583511827038168,49,6,43,4.515643990108362,-195.21014228636184,0,514709.0,5.0,2.236068,,,3.29e-11,5.265253034799527e-07,0.43193,1.0,1,0.0,1.0605392009568879e-07
GRB120215A,2,"[2.579063545494796, -0.3, 1.047440149001204]","[0.2071520318328952, 0.1829130239544159, 0.30167078969290057]","[1025.5992622737172, 18833.90968868938]","[0.09300292617298188, 0.018862760155570996]",1152498.12269954,1216200.0862971542,"(1218.6040494949198, [548.2069351996055, 670.3971142953142])",63.97430823441024,1.7290353576867632,43,6,37,35.5452372201249,-153.48888934271434,0,515015.0,7.924,1.198361,,,3.1899999999999995e-11,4.5428210559515926e-07,0.30683,3.0,1,0.0,3.8457279782644306e-08
GRB120106A,3,"[2.4043985463049, 4.1551258304135015, 0.6118150775302079, 1.1676090445561174]","[nan, 0.5085557868842037, 0.26671506877274265, 0.2421140320565624]","[73.4891413176597, 174.5173683962499, 2195.6475701361255]","[0.046099614999265445, 0.05609726510505031, 0.4261372188972581]",1112181.592844164,,"(1870.2949326663415, [332.67733667355617, 788.7005614201398, 748.9170345726457])",46.51946730541489,1.2572829001463484,45,8,37,26.30288338307146,40.79940965517855,0,511235.0,63.5,4.620838,,,4.88e-11,4.562646297160406e-07,1.27141,3.0,1,0.0,1.5639016635158422e-07
GRB120116A,3,"[1.9276007515537443, 3.5973417168762363, 0.41229785050138124, 1.111437253618321]","[0.5940190487562584, 0.9611992145256716, 0.09827401032544757, 0.22177655316835593]","[122.48194267073947, 228.33300833602044, 6841.215546348884]","[0.08378613795754195, 0.06686174800775029, 0.19174952547920776]",79325.82518647208,211425.67141524705,"(3046.8679862459453, [790.009252537501, 283.12238678740135, 1973.736346921043])",59.59802378000505,1.2680430591490437,55,8,47,29.06111475668442,-5.9308901309601225,0,511866.0,38.044,4.148432,,,3.46e-11,4.569615424997363e-07,0.32758,4.0,1,0.0,9.745602821027786e-07
GRB120305A,1,"[0.09351185053811364, 5.006474892132036]","[0.28320514318167245, 0.5951237836670364]",[149.48593931653602],[0.029029333508093745],31.75449948668953,41.20758329928018,"(1916.0115014474118, [1916.0115014474118])",18.53384587136313,0.9266922935681564,24,4,20,6.172791045961059,121.4548992633009,0,516997.0,0.0999999,0.01200002,,,4.51e-11,2.799008752970204e-07,0.94551,,1,0.0,2.8335774956382823e-08
GRB120119A,5,"[0.10593351152743115, 5.06493114370336, 2.3404165073108127, 0.8295522697465041, 1.0578601183396383, 3.8397016034364766]","[nan, nan, 0.11632491867521011, 0.09669401967334104, 0.08715937831669358, 1.1825993982844156]","[49.862707176541775, 55.946877633534825, 193.56348130097788, 1745.1640906160922, 25038.510817951505]","[0.015605516185298384, nan, 0.04265861952207882, 0.03817303718230053, 0.011211347202975938]",538.904416490098,,"(23488.033145512236, [1942.9515894761591, 1632.8815849769296, 6725.735957271312, 5620.765329012253, 7565.698684775582])",192.2389159691189,1.1793798525712818,175,12,163,52.87303154051082,755.1819087477129,0,512035.0,68.0,7.071068,1.728,,4.78e-11,4.506458231501543e-07,0.56344,4.0,5,0.0,3.996126499468062e-06
GRB120118B,3,"[2.3455341821140965, 3.7918054745283998, -0.2999999999999999, 0.9875385825611652]","[2.5693667527065513, 0.7154862123553227, 0.30632025936437124, 0.15189628685022363]","[110.09837528603707, 317.03890218000845, 2490.5333740813558]","[0.18525295851515577, 0.07609374586401281, 0.1547614426819265]",607394.0370428277,7072833.398487225,"(1096.9233575386052, [135.34515770967923, 368.99299192945597, 592.5852078994699])",27.99909901275466,0.823502912139843,42,8,34,7.844095890867255,-120.68158008031342,0,512003.0,20.304,2.695277,2.943,,3.6899999999999997e-11,4.543781013691809e-07,1.19318,4.0,2,0.0,4.0824998484267916e-07
